c  
c  This is the s-p data from Anstee and O'Mara 1995, MNRAS 276,859
c  
.201  .208  .221  .226  .229  .245  .259  .256  .247  .224  .214  .248  .319  .323  .245  .243  .250  .252  .239  .271  .224  .223  .236  .246  .244  .246  .232  .240  .213  .190  .209  .258  .232  .252  .279  .311  .342  .385  .454  .548  .678  .837  .732  
.245  .247  .255  .265  .274  .285  .291  .285  .271  .249  .226  .237  .292  .355  .322  .259  .260  .268  .246  .298  .243  .249  .247  .253  .248  .243  .238  .235  .244  .192  .216  .265  .229  .260  .300  .334  .359  .394  .466  .562  .693  .845  .726  
.344  .339  .338  .336  .333  .325  .312  .306  .282  .259  .232  .228  .252  .307  .351  .302  .250  .255  .254  .277  .267  .249  .267  .247  .239  .236  .224  .218  .247  .198  .207  .256  .226  .247  .292  .338  .366  .397  .454  .555  .685  .827  .698  
.308  .300  .296  .297  .296  .297  .294  .275  .245  .230  .207  .201  .211  .256  .303  .336  .274  .234  .242  .236  .261  .252  .261  .251  .235  .233  .225  .208  .222  .207  .195  .237  .236  .237  .269  .325  .367  .393  .443  .533  .654  .786  .664  
.298  .295  .286  .276  .266  .250  .230  .212  .199  .189  .165  .155  .160  .181  .229  .273  .281  .225  .198  .190  .228  .234  .236  .222  .222  .221  .224  .194  .178  .201  .175  .198  .215  .231  .257  .297  .350  .388  .429  .499  .611  .734  .622  
.173  .173  .166  .158  .154  .151  .146  .142  .135  .122  .110  .114  .122  .139  .182  .219  .261  .251  .203  .162  .180  .190  .210  .207  .199  .208  .222  .196  .178  .194  .181  .199  .217  .224  .246  .283  .329  .382  .429  .493  .587  .698  .596  
.150  .143  .138  .127  .125  .120  .115  .110  .101  .089  .086  .091  .100  .107  .137  .175  .213  .252  .239  .185  .173  .164  .175  .187  .191  .176  .202  .199  .204  .213  .192  .199  .229  .244  .254  .283  .333  .372  .422  .496  .579  .684  .594  
.026  .023  .020  .011  .013  .014  .018  .018  .022  .027  .036  .049  .061  .073  .099  .134  .170  .212  .240  .218  .198  .159  .166  .167  .174  .177  .178  .186  .212  .233  .218  .227  .231  .262  .278  .290  .317  .355  .415  .498  .582  .675  .596  
.025  .024  .020  .014  .015  .012  .015  .023  .032  .041  .050  .059  .069  .080  .106  .139  .170  .205  .244  .251  .251  .224  .169  .177  .183  .187  .199  .189  .203  .265  .280  .271  .262  .285  .308  .327  .349  .365  .401  .483  .583  .679  .607  
.038  .038  .032  .024  .018  .016  .025  .037  .046  .053  .059  .068  .078  .091  .115  .146  .174  .203  .238  .254  .281  .275  .188  .175  .190  .189  .203  .213  .191  .268  .337  .328  .306  .315  .334  .353  .385  .414  .427  .477  .561  .661  .621  
.006  .003  .001  .004  .003  .003  .005  .020  .031  .043  .056  .069  .086  .105  .129  .157  .184  .211  .242  .255  .290  .304  .244  .208  .206  .200  .217  .232  .235  .276  .355  .421  .358  .365  .372  .388  .414  .456  .476  .522  .579  .657  .637  
.033  .031  .029  .029  .028  .026  .036  .056  .073  .090  .105  .120  .138  .157  .178  .202  .225  .250  .280  .289  .318  .342  .324  .288  .258  .237  .251  .258  .270  .328  .388  .494  .401  .431  .437  .442  .462  .498  .529  .574  .636  .705  .656  
.110  .110  .110  .111  .112  .115  .127  .145  .163  .181  .195  .209  .223  .237  .253  .270  .289  .307  .334  .342  .367  .391  .403  .378  .337  .294  .287  .293  .307  .375  .452  .528  .424  .479  .505  .511  .523  .552  .583  .616  .687  .767  .678  
.191  .192  .193  .195  .199  .206  .217  .231  .246  .264  .281  .295  .308  .319  .330  .343  .357  .370  .391  .402  .420  .440  .466  .459  .422  .369  .336  .335  .343  .401  .508  .574  .466  .507  .553  .573  .586  .613  .643  .669  .733  .821  .718  
.264  .264  .265  .269  .273  .281  .291  .304  .320  .338  .358  .374  .388  .398  .407  .416  .426  .438  .452  .465  .474  .491  .519  .528  .501  .454  .406  .388  .378  .426  .542  .637  .537  .554  .590  .622  .643  .674  .709  .737  .788  .876  .789  
